path,class,kind,current_layer,detected_form,expected_name,target_path,issues,action
src/Message/Command/Order/OrderPartialRefundCommand.php,OrderPartialRefundCommand,class,Message,Command,OrderPartialRefundCommand,src/Command/Command/Order/OrderPartialRefundCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderPartialShipCommand.php,OrderPartialShipCommand,class,Message,Command,OrderPartialShipCommand,src/Command/Command/Order/OrderPartialShipCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderPaymentCommand.php,OrderPaymentCommand,class,Message,Command,OrderPaymentCommand,src/Command/Command/Order/OrderPaymentCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderPlaceCommand.php,OrderPlaceCommand,class,Message,Command,OrderPlaceCommand,src/Command/Command/Order/OrderPlaceCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderRefundCommand.php,OrderRefundCommand,class,Message,Command,OrderRefundCommand,src/Command/Command/Order/OrderRefundCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/OrderShipmentCommand.php,OrderShipmentCommand,class,Message,Command,OrderShipmentCommand,src/Command/Command/Order/OrderShipmentCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/Order/RecalculateOrderPricingCommand.php,RecalculateOrderPricingCommand,,Message,Command,RecalculateOrderPricingCommand,src/Command/Command/Order/RecalculateOrderPricingCommand.php,missing_classlike_declaration|wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/OrderCreateCommand.php,OrderCreateCommand,class,Message,Command,OrderCreateCommand,src/Command/Command/OrderCreateCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/OrderPayCommand.php,OrderPayCommand,class,Message,Command,OrderPayCommand,src/Command/Command/OrderPayCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/RetryOrderSagaCommand.php,RetryOrderSagaCommand,class,Message,Command,RetryOrderSagaCommand,src/Command/Command/RetryOrderSagaCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Command/StartOrderSagaCommand.php,StartOrderSagaCommand,class,Message,Command,StartOrderSagaCommand,src/Command/Command/StartOrderSagaCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Domain/Order/OrderDomainMessage.php,OrderDomainMessage,class,Message,Message,OrderDomainMessage,src/Message/Domain/Order/OrderDomainMessage.php,,keep
src/Message/Handler/Order/OrderPartialPayHandler.php,OrderPartialPayHandler,class,Message,MessageHandler,OrderPartialPayHandler,src/MessageHandler/Handler/Order/OrderPartialPayHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Handler/Order/OrderPartialPaymentHandler.php,OrderPartialPaymentHandler,class,Message,MessageHandler,OrderPartialPaymentHandler,src/MessageHandler/Handler/Order/OrderPartialPaymentHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Handler/Order/OrderPartialRefundHandler.php,OrderPartialRefundHandler,class,Message,MessageHandler,OrderPartialRefundHandler,src/MessageHandler/Handler/Order/OrderPartialRefundHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Handler/Order/OrderPartialShipHandler.php,OrderPartialShipHandler,class,Message,MessageHandler,OrderPartialShipHandler,src/MessageHandler/Handler/Order/OrderPartialShipHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Handler/Order/OrderRefundHandler.php,OrderRefundHandler,class,Message,MessageHandler,OrderRefundHandler,src/MessageHandler/Handler/Order/OrderRefundHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Handler/Order/RecalculateOrderPricingHandler.php,RecalculateOrderPricingHandler,class,Message,MessageHandler,RecalculateOrderPricingHandler,src/MessageHandler/Handler/Order/RecalculateOrderPricingHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Handler/OrderCreateHandler.php,OrderCreateHandler,class,Message,MessageHandler,OrderCreateHandler,src/MessageHandler/Handler/OrderCreateHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Handler/OrderPayHandler.php,OrderPayHandler,class,Message,MessageHandler,OrderPayHandler,src/MessageHandler/Handler/OrderPayHandler.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Legacy/Order/OrderPartialPaymentCommand.php,OrderPartialPaymentCommand,class,Message,Command,OrderPartialPaymentCommand,src/Command/Legacy/Order/OrderPartialPaymentCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/Legacy/Order/OrderRefundCommand.php,OrderRefundCommand,class,Message,Command,OrderRefundCommand,src/Command/Legacy/Order/OrderRefundCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Message/OrderEventMessage.php,OrderEventMessage,class,Message,Message,OrderEventMessage,src/Message/OrderEventMessage.php,,keep
src/Message/OrderMessage.php,OrderMessage,class,Message,Message,OrderMessage,src/Message/OrderMessage.php,,keep
src/MessageHandler/FlakyHandler.php,FlakyHandler,class,MessageHandler,MessageHandler,FlakyHandler,src/MessageHandler/FlakyHandler.php,,keep
src/MessageHandler/OrderEventMessageHandler.php,OrderEventMessageHandler,class,MessageHandler,MessageHandler,OrderEventMessageHandler,src/MessageHandler/OrderEventMessageHandler.php,,keep
src/MessageHandler/OrderMessageHandler.php,OrderMessageHandler,class,MessageHandler,MessageHandler,OrderMessageHandler,src/MessageHandler/OrderMessageHandler.php,,keep
src/Messenger/Message/OutboxDispatchedMessage.php,OutboxDispatchedMessage,class,Messenger,Messenger,OutboxDispatchedMessage,src/Messenger/Message/OutboxDispatchedMessage.php,,keep
src/Messenger/Middleware/IdempotencyMiddleware.php,IdempotencyMiddleware,class,Messenger,Middleware,IdempotencyMiddleware,src/Middleware/Middleware/IdempotencyMiddleware.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Messenger/Middleware/IdempotencyStoreInterface.php,IdempotencyStoreInterface,interface,Messenger,ServiceInterface,IdempotencyStoreInterface,src/ServiceInterface/Middleware/IdempotencyStoreInterface.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Messenger/Middleware/InMemoryIdempotencyStore.php,InMemoryIdempotencyStore,class,Messenger,Messenger,InMemoryIdempotencyStore,src/Messenger/Middleware/InMemoryIdempotencyStore.php,,keep
src/Middleware/IdempotencyMiddleware.php,IdempotencyMiddleware,class,Middleware,Middleware,IdempotencyMiddleware,src/Middleware/IdempotencyMiddleware.php,,keep
src/Model/Order/Billing/OrderInvoice.php,OrderInvoice,class,Model,Model,OrderInvoice,src/Model/Order/Billing/OrderInvoice.php,,keep
src/Model/Order/Billing/OrderPaymentIntent.php,OrderPaymentIntent,class,Model,Model,OrderPaymentIntent,src/Model/Order/Billing/OrderPaymentIntent.php,,keep
src/Model/Order/Billing/OrderTransaction.php,OrderTransaction,class,Model,Model,OrderTransaction,src/Model/Order/Billing/OrderTransaction.php,,keep
src/Monitoring/MetricsRegistry.php,MetricsRegistry,class,Monitoring,Monitoring,MetricsRegistry,src/Monitoring/MetricsRegistry.php,,keep
src/OpenApi/OrderOpenApiFactory.php,OrderOpenApiFactory,class,OpenApi,Factory,OrderOpenApiFactory,src/Factory/OrderOpenApiFactory.php,wrong_layer_or_path|namespace_drift,review_or_move
src/OrderComponentBundle.php,OrderComponentBundle,class,OrderComponentBundle.php,OrderComponentBundle.php,OrderComponentBundle,src/OrderComponentBundle.php/OrderComponentBundle.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Projector/ReadModel/Order/OrderMetricsProjector.php,OrderMetricsProjector,class,Projector,Projector,OrderMetricsProjector,src/Projector/ReadModel/Order/OrderMetricsProjector.php,,keep
src/RateLimiter/TenantKeyResolver.php,TenantKeyResolver,class,RateLimiter,RateLimiter,TenantKeyResolver,src/RateLimiter/TenantKeyResolver.php,,keep
src/ReadModel/Api/Controller/CustomerOrdersViewAction.php,CustomerOrdersViewAction,class,ReadModel,Controller,CustomerOrdersViewActionController,src/Controller/Api/Controller/CustomerOrdersViewActionController.php,missing_or_wrong_suffix|wrong_layer_or_path|namespace_drift,review_or_move
src/ReadModel/Command/SyncReadModelsCommand.php,SyncReadModelsCommand,class,ReadModel,Command,SyncReadModelsCommand,src/Command/Command/SyncReadModelsCommand.php,wrong_layer_or_path|namespace_drift,review_or_move
src/ReadModel/Entity/OrderCustomerOrdersView.php,OrderCustomerOrdersView,class,ReadModel,ReadModel,OrderCustomerOrdersView,src/ReadModel/Entity/OrderCustomerOrdersView.php,,keep
src/ReadModel/Entity/OrderView.php,OrderView,class,ReadModel,ReadModel,OrderView,src/ReadModel/Entity/OrderView.php,,keep
src/ReadModel/OrderMetrics/OrderMetrics.php,OrderMetrics,class,ReadModel,ReadModel,OrderMetrics,src/ReadModel/OrderMetrics/OrderMetrics.php,,keep
src/ReadModel/Repository/OrderReadRepository.php,OrderReadRepository,class,ReadModel,Repository,OrderReadRepository,src/Repository/Repository/OrderReadRepository.php,wrong_layer_or_path|namespace_drift,review_or_move
src/ReadModel/Service/OrderReadModelProjector.php,OrderReadModelProjector,class,ReadModel,Projector,OrderReadModelProjector,src/Projector/Service/OrderReadModelProjector.php,wrong_layer_or_path|namespace_drift,review_or_move
src/ReadModel/Service/OrderReadModelUpdater.php,OrderReadModelUpdater,class,ReadModel,ReadModel,OrderReadModelUpdater,src/ReadModel/Service/OrderReadModelUpdater.php,,keep
src/ReadModel/ServiceInterface/Order/OrderReadModelUpdaterInterface.php,OrderReadModelUpdaterInterface,interface,ReadModel,ServiceInterface,OrderReadModelUpdaterInterface,src/ServiceInterface/ServiceInterface/Order/OrderReadModelUpdaterInterface.php,wrong_layer_or_path|namespace_drift,review_or_move
src/ReadModel/Subscriber/OrderEventProjectorSubscriber.php,OrderEventProjectorSubscriber,class,ReadModel,Subscriber,OrderEventProjectorSubscriber,src/Subscriber/Subscriber/OrderEventProjectorSubscriber.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Repository/Order/IdempotencyKeyRepository.php,IdempotencyKeyRepository,class,Repository,Repository,IdempotencyKeyRepository,src/Repository/Order/IdempotencyKeyRepository.php,,keep
src/Repository/Order/OrderEventRepository.php,OrderEventRepository,class,Repository,Repository,OrderEventRepository,src/Repository/Order/OrderEventRepository.php,,keep
src/Repository/Order/OrderPaymentTransactionRepository.php,OrderPaymentTransactionRepository,class,Repository,Repository,OrderPaymentTransactionRepository,src/Repository/Order/OrderPaymentTransactionRepository.php,,keep
src/Repository/Order/OrderRefundTransactionRepository.php,OrderRefundTransactionRepository,class,Repository,Repository,OrderRefundTransactionRepository,src/Repository/Order/OrderRefundTransactionRepository.php,,keep
src/Repository/Order/OrderShipmentViewRepository.php,OrderShipmentViewRepository,class,Repository,Repository,OrderShipmentViewRepository,src/Repository/Order/OrderShipmentViewRepository.php,,keep
src/Repository/Order/OrderStockReservationRepository.php,OrderStockReservationRepository,class,Repository,Repository,OrderStockReservationRepository,src/Repository/Order/OrderStockReservationRepository.php,,keep
src/Repository/Order/OutboxRepository.php,OutboxRepository,class,Repository,Repository,OutboxRepository,src/Repository/Order/OutboxRepository.php,,keep
src/Repository/Order/WebhookLogRepository.php,WebhookLogRepository,class,Repository,Repository,WebhookLogRepository,src/Repository/Order/WebhookLogRepository.php,,keep
src/Repository/Outbox/OutboxMessageRepository.php,OutboxMessageRepository,class,Repository,Repository,OutboxMessageRepository,src/Repository/Outbox/OutboxMessageRepository.php,,keep
src/RepositoryInterface/Order/OrderEventRepositoryInterface.php,OrderEventRepositoryInterface,interface,RepositoryInterface,RepositoryInterface,OrderEventRepositoryInterface,src/RepositoryInterface/Order/OrderEventRepositoryInterface.php,,keep
src/RepositoryInterface/Order/OrderPaymentTransactionRepositoryInterface.php,OrderPaymentTransactionRepositoryInterface,interface,RepositoryInterface,RepositoryInterface,OrderPaymentTransactionRepositoryInterface,src/RepositoryInterface/Order/OrderPaymentTransactionRepositoryInterface.php,,keep
src/RepositoryInterface/Order/OrderRefundTransactionRepositoryInterface.php,OrderRefundTransactionRepositoryInterface,interface,RepositoryInterface,RepositoryInterface,OrderRefundTransactionRepositoryInterface,src/RepositoryInterface/Order/OrderRefundTransactionRepositoryInterface.php,,keep
src/RepositoryInterface/Order/OrderShipmentViewRepositoryInterface.php,OrderShipmentViewRepositoryInterface,interface,RepositoryInterface,RepositoryInterface,OrderShipmentViewRepositoryInterface,src/RepositoryInterface/Order/OrderShipmentViewRepositoryInterface.php,,keep
src/RepositoryInterface/Order/OrderStockReservationRepositoryInterface.php,OrderStockReservationRepositoryInterface,interface,RepositoryInterface,RepositoryInterface,OrderStockReservationRepositoryInterface,src/RepositoryInterface/Order/OrderStockReservationRepositoryInterface.php,,keep
src/RepositoryInterface/Order/OutboxRepositoryInterface.php,OutboxRepositoryInterface,interface,RepositoryInterface,RepositoryInterface,OutboxRepositoryInterface,src/RepositoryInterface/Order/OutboxRepositoryInterface.php,,keep
src/Resources/config/services.php,services,,Resources,Resources,services,src/Resources/config/services.php,missing_namespace|missing_classlike_declaration,review_or_move
src/Saga/OrderSaga.php,OrderSaga,,Saga,Saga,OrderSaga,src/Saga/OrderSaga.php,missing_classlike_declaration,review_or_move
src/Security/Jwt/JwtTenantResolver.php,JwtTenantResolver,class,Security,Security,JwtTenantResolver,src/Security/Jwt/JwtTenantResolver.php,,keep
src/Security/JwtScopeVoter.php,JwtScopeVoter,class,Security,Voter,JwtScopeVoter,src/Voter/JwtScopeVoter.php,wrong_layer_or_path|namespace_drift,review_or_move
src/Security/WebhookSignatureVerifier.php,WebhookSignatureVerifier,class,Security,Security,WebhookSignatureVerifier,src/Security/WebhookSignatureVerifier.php,,keep
src/Service/Analytics/Order/AuditLoggerService.php,AuditLoggerService,class,Service,Service,AuditLoggerService,src/Service/Analytics/Order/AuditLoggerService.php,,keep
src/Service/Analytics/Order/BigQueryExportSink.php,BigQueryExportSink,class,Service,Service,BigQueryExportSinkService,src/Service/Analytics/Order/BigQueryExportSinkService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/ClickHouseExportSink.php,ClickHouseExportSink,class,Service,Service,ClickHouseExportSinkService,src/Service/Analytics/Order/ClickHouseExportSinkService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/MetricsProjectionService.php,MetricsProjectionService,class,Service,Service,MetricsProjectionService,src/Service/Analytics/Order/MetricsProjectionService.php,,keep
src/Service/Analytics/Order/MetricsSubscriber.php,MetricsSubscriber,class,Service,Subscriber,MetricsSubscriber,src/Subscriber/Analytics/Order/MetricsSubscriber.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Analytics/Order/OrderMetrics.php,OrderMetrics,class,Service,Service,OrderMetricsService,src/Service/Analytics/Order/OrderMetricsService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/OrderMetricsAggregateView.php,OrderMetricsAggregateView,class,Service,Service,OrderMetricsAggregateViewService,src/Service/Analytics/Order/OrderMetricsAggregateViewService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/OrderMetricsAggregateViewRepository.php,OrderMetricsAggregateViewRepository,class,Service,Repository,OrderMetricsAggregateViewRepository,src/Repository/Analytics/Order/OrderMetricsAggregateViewRepository.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Analytics/Order/OrderMetricsAggregator.php,OrderMetricsAggregator,class,Service,Service,OrderMetricsAggregatorService,src/Service/Analytics/Order/OrderMetricsAggregatorService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/OrderMetricsProjection.php,OrderMetricsProjection,class,Service,Service,OrderMetricsProjectionService,src/Service/Analytics/Order/OrderMetricsProjectionService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/OrderMetricsProjectionService.php,OrderMetricsProjectionService,,Service,Service,OrderMetricsProjectionService,src/Service/Analytics/Order/OrderMetricsProjectionService.php,missing_classlike_declaration,review_or_move
src/Service/Analytics/Order/OrderMetricsProjector.php,OrderMetricsProjector,class,Service,Projector,OrderMetricsProjector,src/Projector/Analytics/Order/OrderMetricsProjector.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Analytics/Order/OrderMetricsQueryService.php,OrderMetricsQueryService,class,Service,Service,OrderMetricsQueryService,src/Service/Analytics/Order/OrderMetricsQueryService.php,,keep
src/Service/Analytics/Order/OrderMetricsRollupAggregator.php,OrderMetricsRollupAggregator,class,Service,Service,OrderMetricsRollupAggregatorService,src/Service/Analytics/Order/OrderMetricsRollupAggregatorService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/OrderMetricsRollupView.php,OrderMetricsRollupView,class,Service,Service,OrderMetricsRollupViewService,src/Service/Analytics/Order/OrderMetricsRollupViewService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/OrderMetricsRollupViewRepository.php,OrderMetricsRollupViewRepository,class,Service,Repository,OrderMetricsRollupViewRepository,src/Repository/Analytics/Order/OrderMetricsRollupViewRepository.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Analytics/Order/OrderMetricsSubscriber.php,OrderMetricsSubscriber,,Service,Subscriber,OrderMetricsSubscriber,src/Subscriber/Analytics/Order/OrderMetricsSubscriber.php,missing_classlike_declaration|wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Analytics/Order/OrderMetricsView.php,OrderMetricsView,class,Service,Service,OrderMetricsViewService,src/Service/Analytics/Order/OrderMetricsViewService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/OrderMetricsViewRepository.php,OrderMetricsViewRepository,class,Service,Repository,OrderMetricsViewRepository,src/Repository/Analytics/Order/OrderMetricsViewRepository.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Analytics/Order/PredictionService.php,PredictionService,class,Service,Service,PredictionService,src/Service/Analytics/Order/PredictionService.php,,keep
src/Service/Analytics/Order/RefundStatsView.php,RefundStatsView,class,Service,Service,RefundStatsViewService,src/Service/Analytics/Order/RefundStatsViewService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Analytics/Order/VendorRevenueView.php,VendorRevenueView,class,Service,Service,VendorRevenueViewService,src/Service/Analytics/Order/VendorRevenueViewService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Archival/Order/OrderArchivalService.php,OrderArchivalService,class,Service,Service,OrderArchivalService,src/Service/Archival/Order/OrderArchivalService.php,,keep
src/Service/Archival/Order/OrderAuditTrailBuilder.php,OrderAuditTrailBuilder,class,Service,Service,OrderAuditTrailBuilderService,src/Service/Archival/Order/OrderAuditTrailBuilderService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Billing/Order/WebhookHandler.php,WebhookHandler,class,Service,MessageHandler,WebhookHandler,src/MessageHandler/Billing/Order/WebhookHandler.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Demo/OrderDemoDataService.php,OrderDemoDataService,class,Service,Service,OrderDemoDataService,src/Service/Demo/OrderDemoDataService.php,,keep
src/Service/Dispute/Order/DisputeService.php,DisputeService,class,Service,Service,DisputeService,src/Service/Dispute/Order/DisputeService.php,,keep
src/Service/Http/Order/AuditRotator.php,AuditRotator,class,Service,Service,AuditRotatorService,src/Service/Http/Order/AuditRotatorService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/CompositeAuditLogger.php,CompositeAuditLogger,class,Service,Service,CompositeAuditLoggerService,src/Service/Http/Order/CompositeAuditLoggerService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/MonologAuditLogger.php,MonologAuditLogger,class,Service,Service,MonologAuditLoggerService,src/Service/Http/Order/MonologAuditLoggerService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/MonologAuditSink.php,MonologAuditSink,class,Service,Service,MonologAuditSinkService,src/Service/Http/Order/MonologAuditSinkService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/NdjsonAuditSink.php,NdjsonAuditSink,class,Service,Service,NdjsonAuditSinkService,src/Service/Http/Order/NdjsonAuditSinkService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/ProblemFactory.php,ProblemFactory,class,Service,Factory,ProblemFactory,src/Factory/Http/Order/ProblemFactory.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Http/Order/Redactor.php,Redactor,class,Service,Service,RedactorService,src/Service/Http/Order/RedactorService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/S3AuditShipper.php,S3AuditShipper,class,Service,Service,S3AuditShipperService,src/Service/Http/Order/S3AuditShipperService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/SinkRouter.php,SinkRouter,class,Service,Service,SinkRouterService,src/Service/Http/Order/SinkRouterService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Http/Order/ViolationNormalizer.php,ViolationNormalizer,class,Service,Service,ViolationNormalizerService,src/Service/Http/Order/ViolationNormalizerService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Inventory/InMemoryInventoryService.php,InMemoryInventoryService,class,Service,Service,InMemoryInventoryService,src/Service/Inventory/InMemoryInventoryService.php,,keep
src/Service/Inventory/Order/InMemoryInventoryGateway.php,InMemoryInventoryGateway,class,Service,Service,InMemoryInventoryGatewayService,src/Service/Inventory/Order/InMemoryInventoryGatewayService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Inventory/Order/InventoryReservationService.php,InventoryReservationService,class,Service,Service,InventoryReservationService,src/Service/Inventory/Order/InventoryReservationService.php,,keep
src/Service/Inventory/Order/InventoryService.php,InventoryService,class,Service,Service,InventoryService,src/Service/Inventory/Order/InventoryService.php,,keep
src/Service/Messaging/Order/TransactionalEventPublisher.php,TransactionalEventPublisher,class,Service,Service,TransactionalEventPublisherService,src/Service/Messaging/Order/TransactionalEventPublisherService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Observability/Order/MonologApiMetric.php,MonologApiMetric,class,Service,Service,MonologApiMetricService,src/Service/Observability/Order/MonologApiMetricService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Observability/Order/MonologTelemetry.php,MonologTelemetry,class,Service,Service,MonologTelemetryService,src/Service/Observability/Order/MonologTelemetryService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/OrderSummaryProvider.php,OrderSummaryProvider,class,Service,Provider,OrderSummaryProvider,src/Provider/OrderSummaryProvider.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Outbox/IdempotencyGuard.php,IdempotencyGuard,class,Service,Service,IdempotencyGuardService,src/Service/Outbox/IdempotencyGuardService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Outbox/Order/DlqPublisher.php,DlqPublisher,class,Service,Service,DlqPublisherService,src/Service/Outbox/Order/DlqPublisherService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Outbox/Order/DlqService.php,DlqService,class,Service,Service,DlqService,src/Service/Outbox/Order/DlqService.php,,keep
src/Service/Outbox/Order/ExponentialBackoffStrategy.php,ExponentialBackoffStrategy,class,Service,Service,ExponentialBackoffStrategyService,src/Service/Outbox/Order/ExponentialBackoffStrategyService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Outbox/Order/OutboxRelay.php,OutboxRelay,class,Service,Service,OutboxRelayService,src/Service/Outbox/Order/OutboxRelayService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Outbox/OutboxMessengerDispatcher.php,OutboxMessengerDispatcher,class,Service,Service,OutboxMessengerDispatcherService,src/Service/Outbox/OutboxMessengerDispatcherService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Outbox/OutboxProcessor.php,OutboxProcessor,class,Service,Processor,OutboxProcessor,src/Processor/Outbox/OutboxProcessor.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Outbox/OutboxPublisher.php,OutboxPublisher,class,Service,Service,OutboxPublisherService,src/Service/Outbox/OutboxPublisherService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Outbox/OutboxWriter.php,OutboxWriter,class,Service,Service,OutboxWriterService,src/Service/Outbox/OutboxWriterService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Payment/Order/BillingService.php,BillingService,class,Service,Service,BillingService,src/Service/Payment/Order/BillingService.php,,keep
src/Service/Payment/Order/OrderBillingService.php,OrderBillingService,,Service,Service,OrderBillingService,src/Service/Payment/Order/OrderBillingService.php,missing_classlike_declaration,review_or_move
src/Service/Payment/Order/OrderPaymentCommandHandler.php,OrderPaymentCommandHandler,class,Service,MessageHandler,OrderPaymentCommandHandler,src/MessageHandler/Payment/Order/OrderPaymentCommandHandler.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Payment/Order/OrderPaymentProcessor.php,OrderPaymentProcessor,class,Service,Processor,OrderPaymentProcessor,src/Processor/Payment/Order/OrderPaymentProcessor.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Payment/Order/OrderPaymentReconciliationService.php,OrderPaymentReconciliationService,class,Service,Service,OrderPaymentReconciliationService,src/Service/Payment/Order/OrderPaymentReconciliationService.php,,keep
src/Service/Payment/Order/OrderPaymentService.php,OrderPaymentService,class,Service,Service,OrderPaymentService,src/Service/Payment/Order/OrderPaymentService.php,,keep
src/Service/Payment/Order/PartialPaymentService.php,PartialPaymentService,class,Service,Service,PartialPaymentService,src/Service/Payment/Order/PartialPaymentService.php,,keep
src/Service/Payment/Order/PayPalGateway.php,PayPalGateway,class,Service,Service,PayPalGatewayService,src/Service/Payment/Order/PayPalGatewayService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Payment/Order/PaymentProcessor.php,PaymentProcessor,,Service,Processor,PaymentProcessor,src/Processor/Payment/Order/PaymentProcessor.php,missing_classlike_declaration|wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Payment/Order/PaymentProcessorService.php,PaymentProcessorService,class,Service,Service,PaymentProcessorService,src/Service/Payment/Order/PaymentProcessorService.php,,keep
src/Service/Payment/Order/PaymentService.php,PaymentService,class,Service,Service,PaymentService,src/Service/Payment/Order/PaymentService.php,,keep
src/Service/Payment/Order/PaymentStateMachine.php,PaymentStateMachine,class,Service,Service,PaymentStateMachineService,src/Service/Payment/Order/PaymentStateMachineService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Payment/Order/PaymentStatusSubscriber.php,PaymentStatusSubscriber,class,Service,Subscriber,PaymentStatusSubscriber,src/Subscriber/Payment/Order/PaymentStatusSubscriber.php,wrong_layer_or_path|namespace_drift|non_service_inside_service_layer,review_or_move
src/Service/Payment/Order/StripeGateway.php,StripeGateway,class,Service,Service,StripeGatewayService,src/Service/Payment/Order/StripeGatewayService.php,missing_or_wrong_suffix|wrong_layer_or_path,review_or_move
src/Service/Payment/OrderPaymentProcessorService.php,OrderPaymentProcessorService,class,Service,Service,OrderPaymentProcessorService,src/Service/Payment/OrderPaymentProcessorService.php,,keep
